question,prediction,truth,exact_match,f1
Tribes of Slavs bị xâm lược những gì tỉnh của Đế quốc Đông?,Peloponnese và châu Á nhỏ,tỉnh Danube,0,0.0
"Ai viết trong 545 rằng ""Sclaveni và Antae thực sự đã có một tên duy nhất trong quá khứ xa xưa, vì họ đã gọi cả Spori trong thời xa xưa.""?",Procopius,Procopius,1,1.0
"Khi đã Procopius viết rằng ""Sclaveni và Antae thực sự đã có một tên duy nhất trong quá khứ xa xưa, vì họ đã gọi cả Spori trong thời xa xưa.""?",545,545,1,1.0
Ai đã Procopius viết về trong 545?,Sclaveni và Antae,các Sclaveni và Antae,0,0.8571428571428571
Procopius nói Sclaveni và Antae được cả hai gọi là gì?,Spori,Spori,1,1.0
không Procopius mô tả những gì trong các tác phẩm của ông về Sclaveni và Antae?,cấu trúc và niềm tin xã hội của họ:.,cấu trúc và niềm tin xã hội của họ:,0,0.8888888888888888
Ai nói với chúng ta rằng Sclaveni có đầm lầy và rừng cho các thành phố của họ?,Jordanes,Jordanes,1,1.0
Ai có đầm lầy và rừng cho các thành phố của họ?,Sclaveni,các Sclaveni,0,0.6666666666666666
Ai đề cập đến một Daurentius (577-579) mà giết một phái viên Avar của khắc hãn Bayan tôi?,Menander Protector,Menander Protector,1,1.0
Các Veneti bộ tộc nằm ở đâu?,phía đông của sông Vistula,về phía đông của sông Vistula,0,0.9090909090909091
Có gì là một số các liên bang đa sắc tộc của Eurasia?,trục Tuổi,"các Sarmatian , Hun và đế quốc Gothic",0,0.0
Một số Slavs di cư với phong trào của người Vandal để ở đâu?,Iberia và Bắc Phi.,Iberia và Bắc Phi,0,0.75
tổ chức nhà nước sớm mà đứng đầu là gì?,"vua, chủ tịch, hoặc tổng đốc)",một hoàng tử với một kho bạc và một lực lượng quốc phòng,0,0.0
Noble Slavs cam kết trung thành với ai?,.,các Frankish / La Mã Thần thánh hoàng đế hoặc các hoàng đế Byzantine,0,0.0
tình trạng Slav lâu đời nhất ở Trung Âu là gì?,nhóm dân tộc-ngôn ngữ,Carantania,0,0.0
Bulgaria là công cụ trong sự lây lan của những gì để phần còn lại của thế giới Slavơ?,chữ Slavơ và Kitô giáo,chữ Slavơ và Kitô giáo,1,1.0
Có chính thức độc lập được công bố vào năm 1908?,Tuyên,Bulgaria,0,0.0
Pan-Slavism trở nên bị tổn thương khi những gì đế chế bắt đầu sử dụng nó như một ý thức hệ biện minh chinh phục lãnh thổ của nó?,Nga Empire,Nga Empire,1,1.0
Ai sử dụng Pan-Slavism như một công cụ chính trị?,Nga Empire,Các Nga Empire,0,0.8
Khi nào Liên Xô có được ảnh hưởng chính trị-quân sự và kiểm soát hầu hết các quốc gia Slav-đa?,giữa năm 1945 và 1948,giữa năm 1945 và 1948,1,1.0
Bao lâu đã làm Liên Xô giữ một vai trò bá chủ?,"duy nhất,",cho đến khi giai đoạn 1989-1991,0,0.0
Có gì bắt đầu như một doanh nghiệp hầu như chỉ ngôn ngữ và triết học?,nghiên cứu Slav,nghiên cứu Slav,1,1.0
Có gì phụ thuộc vào những gì tôn giáo là bình thường đối với các nhóm dân tộc Slav tương ứng?,delineations tôn giáo theo quốc gia,Bảng chữ cái,0,0.0
Ai sử dụng bảng chữ cái Cyrillic?,Các Orthodox,Các Orthodox,1,1.0
một chữ Latin để viết trong Belarus là gì?,bảng chữ cái Lacinka.,bảng chữ cái Lacinka,0,0.75
Proto-Slav phát triển nhiều isoglosses từ vựng và morphophonological với những gì ngôn ngữ?,Baltic ngôn ngữ.,Baltic ngôn ngữ,0,0.6666666666666666
Ai trở thành loa của Balto-Slav?,"""the Indo-châu Âu",Indo-châu Âu,0,0.8
Khi được người dân Slav ngoại giáo Christianized?,giữa 6 và thế kỷ thứ 10.,giữa 6 và thế kỷ thứ 10,0,0.8571428571428571
tôn giáo là gì chiếm ưu thế ở phía Đông và Nam Slavs?,Orthodox Kitô giáo,Orthodox Kitô giáo,1,1.0
tôn giáo là gì chiếm ưu thế ở phương Tây và Tây Nam Slavs?,La Mã giáo,La Mã giáo,1,1.0
Khi nào các ly giáo đông-tây bắt đầu?,khi được coi là đã cam kết dâm.,thế kỷ 11,0,0.0
Ai thông thường được chia dọc theo các đường địa lý vào cây phân nhóm chính?,quần thể là loài khác vùng phân,Slavs,0,0.0
Các phân nhóm Slav đã tiếp xúc văn hóa đáng chú ý với những loại nền văn minh?,phi Slavơ Bronze- và đồ sắt nền văn minh.,phi Slavơ Bronze- và đồ sắt,0,0.8
liên kết dân tộc của những người đã trở thành một cuộc xung đột về ý thức hệ?,$$$.,các Lemkos,0,0.0
"Ý tưởng về ""Carpatho-Ruthenia"" quốc gia duy nhất được hỗ trợ bởi Lemkos cư trú ở đâu?",Transcarpathia trong và ngoài nước,Transcarpathia trong và ngoài nước,1,1.0
nhóm những gì được coi là một phần của Ba Lan?,điều,Silesians,0,0.0
Có gì hai nhóm được coi là hai ethnonyms cho một dân tộc duy nhất và các điều khoản thậm chí có thể được sử dụng thay thế cho nhau?,Bosnia và Hồi giáo,Bosnia và Hồi giáo,1,1.0
Một số ít người tuyên bố mình Bosnia nhưng không nhất thiết phải theo đạo Hồi bởi đức tin trong khu vực gì?,trong Bosnia and Herzegovina,Bosnia and Herzegovina,0,0.8571428571428571
danh tính này tiếp tục được sử dụng bởi một thiểu số trong suốt những gì cựu cộng hòa?,các nước cộng hòa Nam Tư cũ.,Nam Tư cũ,0,0.4
Các quốc tịch cũng được tuyên bố bởi diasporans sống ở đâu?,Mỹ và Canada.,Mỹ và Canada,0,0.6666666666666666
Có gì tiểu nhóm Slovenes là đã tuyệt chủng?,Carantanians và Somogy Slovenes.,Carantanians và Somogy Slovenes,0,0.75
Khi đã Rębała và các đồng nghiệp đã nghiên cứu một số quần thể Slav với mục tiêu địa hóa quê hương Proto-Slav?,2007,2007,1,1.0
Năm 2007 Rębała và các đồng nghiệp đã nghiên cứu một số quần thể Slav với mục tiêu nội địa hóa là gì?,Proto-Slav.,quê hương Proto-Slav,0,0.0
Ai tìm kiếm đặc biệt Slav tiểu nhóm R1a1a [M17]?,"Spencer Wells và các đồng nghiệp,",Marcin Wozniak và các đồng nghiệp,0,0.5
Những gì được phân biệt bởi sự hiện diện của Y nhóm đơn bội N?,bội.,POMOR,0,0.0
Y nhóm đơn bội N được tìm thấy ở mức cao trong người?,bội.,dân Uralic,0,0.0
I2a1b1 được tìm thấy là cao nhất ở đâu?,trên gờ đá,Bosnia-Herzegovina,0,0.0
Nhóm đơn bội I2a2 thường được tìm thấy trong những gì nhóm người?,đông bắc Ý.,đông bắc Ý,0,0.6666666666666666
Ai đã chia I2a2 thành hai nhánh?,Ken Nordtvedt,Ken Nordtvedt,1,1.0
"Gộp chung lại, họ chiếm bao nhiêu phần trăm trong tổng số hồ bơi nhiễm sắc thể Y của Nga?",95%,95%,1,1.0
"Sau khi lây lan tiếp theo của họ, họ bắt đầu đồng hóa ai?",tiểu thuyết gia Ai Cập và nhà thơ,dân tộc phi Slavơ,0,0.0
Ai biến mất khỏi dân số của khu vực Balkan?,OTE,Các Thracia và Illyrians,0,0.0
Các Slavs đông trộn lẫn với ai?,Peloponnese,Uralic và nhân dân Scandinavian,0,0.0
Scandinavi (Varangians) và các dân tộc Finnic đã tham gia vào sự hình thành ban đầu của những gì nhà nước?,Slav,tiểu bang Rus,0,0.0
Polabian-Pomeranian Slavs cũng được biết là đã thậm chí giải quyết ở đâu?,Bắc Âu Iceland tuổi.,Bắc Âu Iceland tuổi,0,0.75
"Có gì đề cập đến lính đánh thuê Slav và nô lệ trong thế giới Ả Rập thời trung cổ ở Bắc Phi, Sicily và Al-Andalus?",Saqaliba,Saqaliba,1,1.0
Saqaliba từng là gì?,họ,khalip của lính gác,0,0.0
Nhiều thành viên đầu tiên của Cossacks Terek là gì?,Ossetia.,Ossetia,0,0.0
Ở đâu các Gorals cư trú?,miền nam Ba Lan và miền bắc Slovakia,miền nam Ba Lan và miền bắc Slovakia,1,0.875
Khi nào các Vlachs di chuyển vào khu vực?,từ 14 đến 17 thế kỷ,14 đến 17 thế kỷ,0,0.9090909090909091
Trong những quận nghi lễ được Southampton nằm ở đâu?,quận huyện trong hạt Hampshire,Hampshire,0,0.33333333333333337
dân số ước tính của Southampton là gì?,236.900,253.651,0,0.0
Những gì bạn có thể gọi một người sống ở Southampton?,"những gì bạn phải làm.'"".",Sotonian,0,0.0
trung tâm mua sắm bán lẻ lớn ở Southampton gọi là gì?,WestQuay,WestQuay,1,1.0
"Đến cuối năm 2016, có bao nhiêu người được dự kiến ​​sẽ được làm việc ngay tại WestQuay Watermark?",1.550 người,1.550,0,0.6666666666666666
"Trong điều tra dân số năm 2011, là những gì người dân của Southampton sau khi sáp nhập với Portsmouth?",khu vực nhà cửa san sát lớn thứ sáu ở Anh,855.569,0,0.0
năm gì đã người La Mã xâm lược nước Anh?,hết,AD 43,0,0.0
Có gì giải quyết cổ xưa được thành lập sau khi Rome xâm lược và người Anh đã được chinh phục?,cuộc xâm lược được gọi tắt.,Clausentum,0,0.0
"Ngoài hai mương, quốc phòng Clausentum từ những kẻ xâm lược là gì?",một bức tường,một bức tường,1,1.0
Tên gì đã Hamwic có trong thời gian chuyển tiếp như nó đã được phát triển thành Hampton?,Hamtun,Hamtun,1,1.0
Những loại cuộc tấn công quấy rầy Hamwic vào thế kỷ thứ 9?,Viking,Viking,1,1.0
năm gì đã những người Viking bắt đầu tấn công Hamwic?,840,840,1,1.0
bệnh dịch hạch gì đã làm cho nó đến Anh vì tất cả các tàu thăm Southampton vào thế kỷ 14?,chống lại người Hy Lạp,Black Death,0,0.0
Mà vua của nước Anh chỉ đạo công sự mới đã giúp Southampton dựa ít hơn vào bức tường của nó?,Henry VIII,Henry VIII,1,1.0
Về những gì năm đã được các tu viện Phanxicô thành lập năm Southampton?,khoảng năm 1233,1233,0,0.5
năm gì đã các tu sĩ bắt đầu để cho phần còn lại của Southampton sử dụng nước từ hệ thống của họ?,1310,1310,1,1.0
tên của cột mốc trên đường thương mại nơi còn lại của hệ thống nước của các tu sĩ có thể được nhìn thấy là gì?,Conduit Nhà,Conduit Nhà,1,1.0
một ngành công nghiệp Trung ương cho Southampton trong thời Trung Cổ gì buôn bán lành nghề là?,572b86f8111d821400f38ee3,đóng tàu,0,0.0
tên của tàu chiến nổi tiếng được xây dựng tại Southampton cho Henry V là gì?,HMS Grace Diệu,HMS Grace Diệu,1,1.0
Trong những giai đoạn lịch sử đã cải tiến Walter Taylor trên khối làm đóng một vai trò quan trọng?,bước tiến quan trọng trong công nghiệp Cách mạng.,công nghiệp Cách mạng,0,0.46153846153846156
"Giữa năm 1904 và 2004, những gì công ty đóng tàu sử dụng một phần lớn của Southampton?",Thornycroft sân đóng tàu,Thornycroft,0,0.4
Trong những năm đã chuẩn bị Southampton dẫn cho Cuộc xâm lược của châu Âu?,1944.,1944,0,0.0
Khi đã Southampton biến thành một thị trấn spa?,1740.,1740,0,0.0
Trong những giai đoạn lịch sử đã Southampton mở rộng đáng kể?,1964.,thời đại Victoria,0,0.0
năm gì được công ty Docks Southampton tạo ra?,năm 1830,1835,0,0.0
năm gì đã đường sắt tới London từ Southampton mở hoàn toàn?,1840,1840,1,1.0
Tên gì đã Southampton kiếm cho tầm quan trọng của nó trong việc tạo ra một liên kết đến London?,University College,The Gateway đến Empire,0,0.0
"Ai đã viết ""Các Cruise của Yacht hơi North Star""?",John Choules,John Choules,1,1.0
Có gì tàu nổi tiếng rời cảng Southampton đang tiến hành các Nghị Phụ Pilgrim?,RMS Titanic,Mayflower,0,0.0
"Những gì công ty vận hành tàu chở khách vượt Đại Tây Dương, trong đó có RMS Queen Elizabeth?",Cunard,Cunard,1,1.0
Trong những năm đã Terminals Southampton container mở?,đầu tiên mở cửa vào 1968 và đã tiếp tục mở rộng.,1968,0,0.15384615384615385
Có gì diện tích Southampton đã làm Mitchell mưa đá từ đâu?,Portswood,Portswood,1,1.0
"Ngoài thương vong, khoảng bao nhiêu người bị thương bởi cuộc không kích trên Southampton?","2,000","2,000",1,1.0
Southampton đã được xây dựng lại gần như hoàn toàn trong những năm kể từ khi chiến tranh nào?,.,Thế chiến II,0,0.0
Trong những năm đã Hiến chương Hoàng gia cung cấp cho các trường Đại học Southampton tên của nó?,1952,1952,1,1.0
tên mới của trường Đại học Cao đẳng tại Highfield là gì?,Morse và Ezra Stiles,Đại học Southampton,0,0.0
Khi đã Southampton chính thức trở thành một thành phố?,1964.,1964,0,0.0
tổ chức những gì đã làm hội đồng quận quản lý cổ phiếu mới của Southampton với?,Tổng công ty tại Southampton và hội đồng quận mới.,Tổng công ty tại Southampton,0,0.6666666666666666
năm gì được hạt Hampshire chính thức được đặt tên?,1959,1959,1,1.0
"Ngay cả trước khi nó được chính thức, Hampshire thường được gọi là Hampshire hoặc những gì thay đổi cổ tên?",Hantscire,Hantscire,1,1.0
lệ phí hàng năm trả bởi burgesses học Southampton cho quyền lợi của khách hàng và số điện thoại đặt ra trong điều lệ của năm 1199 là bao nhiêu?,£ 200,£ 200,1,1.0
ngày gì là điều lệ liên quan đến trang trại thuế Southampton ký tại Orival?,ngày 29 tháng 6 1199.,ngày 29 tháng 6 1199,0,0.8000000000000002
"Trong 1100s, cảng Southampton bao gồm tất cả mọi thứ giữa Lymington và khu vực gì?",Langstone.,Langstone,0,0.0
vua gì điều lệ công nhận Southampton như quận riêng của mình?,"Hội đồng Quận Hampshire,",Charles I,0,0.0
quận gì đã thành phố Southampton trở thành hành chính độc lập vào tháng Tư năm 1997?,phi đô thị,Hampshire County,0,0.0
Có bao nhiêu concillors ngồi trên Hội Đồng Thành Phố Southampton không?,.,48,0,0.0
Có bao nhiêu ủy viên hội đồng được gán cho mỗi phường ở Southampton?,"48 ủy viên hội đồng, 3",3,0,0.2857142857142857
Có bao nhiêu đại diện không Southampton có trong quốc hội?,.,ba,0,0.0
Có bao nhiêu thành phố hoặc thị trấn đang có trong tất cả các nước Anh và xứ Wales với một cảnh sát nghi lễ đóng vai trò là phó của Thị trưởng?,16,16,1,1.0
Ai là thị trưởng hiện tại của Southampton là?,.,Linda Norris,0,0.0
"Khi nào John Melody, những người bán dạo phố Southampton, qua đời?",1964.,2014,0,0.0
Có bao nhiêu decibel là John Melody thể đạt đến trong tiếng khóc của mình?,104 decibel.,104,0,0.6666666666666666
thành phố gì ở Pháp không Hội Đồng Thành Phố Southampton có một liên kết kết nghĩa với?,Southampton.,Le Havre,0,0.0
Trong những gì đất nước nào Hội Đồng Thành Phố Southampton có một liên kết kết nghĩa với Rems-Murr-Kreis?,Đức,Đức,1,1.0
thành phố duy nhất ở Mỹ với một liên kết kết nghĩa với Hội Đồng Thành Phố Southampton là gì?,Southampton.,"Hampton, Virginia",0,0.0
"năm gì đã Hội Đồng Thành Phố Southampton liên kết với Busan, Hàn Quốc?",1978).,1978),0,0.0
tên của quay nào đó là được ở Southampton từ thế kỷ thứ 13 là gì?,Southampton Lâu đài,Town Quay,0,0.0
Cùng đó biên giới của Southampton không Test sông chạy?,Itchen,tây,0,0.0
cầu gì ở Swaythling qua tại điểm giữa các phần thủy triều và phi triều của sông Itchen?,Woodmill Cầu,Woodmill Cầu,1,1.0
Có bao nhiêu ha là Southampton Common?,148 ha,148,0,0.6666666666666666
xếp hạng Southampton thuộc danh mục tước đoạt hầu hết các chính quyền địa phương ở Anh là gì?,một trong những carbon thấp nhất,lần thứ 96,0,0.0
Có bao nhiêu nhà chức trách địa phương đang có ở Anh?,mười sáu,354,0,0.0
"Năm 2011, dân số ước tính của Southampton bên trong phạm vi thành phố là gì?",236.900 người,236.900,0,0.6666666666666666
Có gì quốc tịch của người dân chiếm một phần lớn cư dân Southampton?,.,Ba Lan,0,0.0
Có bao nhiêu người trong độ tuổi từ 30 đến 34 sống ở Southampton?,.,17.800,0,0.0
chỉ thành phố monocentric trên bờ biển phía Nam lớn hơn Southampton là gì?,Plymouth.,Plymouth,0,0.0
tổ chức những gì mong đợi một 2% tăng dân số thêm 2006-2013?,2013..,Hội đồng hạt Hampshire,0,0.0
"Có bao nhiêu người dân Southampton đã được khẳng định phụ cấp công việc của ứng viên Tháng Ba, 2007?",3570,3570,1,1.0
lương trung bình hàng năm của Southampton vào tháng giêng năm 2007 là gì?,£ 22.267.,£ 22.267,0,0.5
loạt các ngành công nghiệp Southampton bao gồm sản xuất xe hơi và những gì tiện vận tải khác?,"gia công kim loại, sản xuất xe và thực phẩm.",máy bay,0,0.0
Có bao nhiêu người trong khu vực Southampton nhận các dịch vụ bệnh viện từ Bệnh viện Đại học Southampton NHS Foundation Trust?,500.000 người dân,500.000,0,0.5
Có bao nhiêu người ở miền Nam nước Anh dựa trên các dịch vụ chuyên NHS Foundation Trust?,Plymouth,3 triệu,0,0.0
yếu tố gì là rất mạnh ở Southampton khuyến khích tái phát triển của thành phố?,Hoàng Hiến chương,nền kinh tế,0,0.0
Có bao nhiêu câu chuyện cao mỗi trong ba tòa tháp dự kiến ​​sẽ là?,hai,23,0,0.0
Có gì bến du thuyền ở Southampton có thể nhận được một khách sạn cao 15 tầng?,Làng Dương,Làng Dương,1,1.0
ngân sách ấn tượng của Bảo tàng SeaCity là gì?,28 triệu £.,28 triệu £,0,0.6666666666666666
Trong những tháng mỗi năm là Southampton Boat Show tổ chức?,Tháng Chín,Tháng Chín,1,1.0
Người tham dự của Boat Show có thể mong đợi để xem ít nhất bao nhiêu nhà triển lãm?,600,600,1,1.0
bờ sông gì công viên đăng cai tổ chức Boat Show?,Mayflower Park,Mayflower Park,1,1.0
Khi được các Boat Show đầu tiên được tổ chức tại Mayflower Park?,1968.,1968,0,0.0
Có bao nhiêu người Nhà hát Mayflower thể giữ?,.,2.300,0,0.0
trưng bày nghệ thuật gì là một phần của Đại học Southampton Solent?,.,The Gallery Millais,0,0.0
"dự án gì, cũng điều hành bởi một không gian, trưng bày nghệ thuật trong các tòa nhà thời trung cổ của Southampton?","Art Vaults dự án,",Art Vaults,0,0.6666666666666666
"Ngoài Nhà hát Mayflower, địa điểm tổ chức lớn khác của Southampton cho nhạc sống là gì?",Guildhall.,Guildhall,0,0.0
Có bao nhiêu đài phát thanh cộng đồng FM đang có trong Southampton?,98. 1. trạm khác bao gồm KEXP-FM 90. 3,2,0,0.0
Ai đã đánh bại The Saints năm 1976 để giành Cup FA?,FA Cup.,Manchester United,0,0.0
Southampton Football Club đã trở thành thành viên sáng lập vào năm 1992 giải đấu gì?,Football League,Premier League,0,0.5
đội bóng bầu dục lâu đời nhất ở Southampton là gì?,khác.,Trojan RFC,0,0.0
Có bao nhiêu thêm giải trí địa điểm đều do các giám đốc điều hành Hội đồng?,.,11,0,0.0
nào các nhà quản lý giải trí Hội đồng bán công ty gì quyền hành để?,vi phạm luật chống độc quyền. [Cần dẫn nguồn].,Công viên Giải trí Gỗ,0,0.0
"Trong giai đoạn trước chiến tranh, nơi đã đua speedway tổ chức?",đua ngựa,sân vận động Banister Tòa,0,0.0
năm gì đã Sân vận động Banister Tòa án đóng cửa cho tốt?,1963.,1963,0,0.0
Vào những gì thể thao địa điểm làm việc Stags Southampton chơi?,Wide sở Ngõ,Wide sở Ngõ thể thao,0,0.7499999999999999
Ai chịu trách nhiệm lập chính sách Southampton?,Hoàng Hiến chương,Hampshire thuộc về cảnh sát,0,0.0
Bao nhiêu đã chi phí để xây dựng các cơ sở hoạt động của dịch vụ cảnh sát Southampton không?,30 triệu £,30 triệu £,1,1.0
"năm Điều gì đã làm thương hiệu mới, tám tầng cảnh sát trụ sở mở?",họ,2011,0,0.0
Ai xử lý vụ cháy ở Southampton?,.,Hampshire Fire và dịch vụ cứu hộ,0,0.0
Có bao nhiêu tội ác tổng thể được báo cáo cho mỗi 1.000 người ở Southampton?,202,202,1,1.0
năm những gì đã thuộc Đại học Southampton thành lập?,Solent,1862,0,0.0
Có bao nhiêu học sinh tham dự Đại học Southampton Solent?,hơn 40.000.,17.000,0,0.0
"Trong số khoảng mỗi 14 sinh viên, bao nhiêu sẽ bị đình chỉ học?",14 ≤ n ≤ 24.,1,0,0.0
"Ngoài các cuộc tấn công vật lý, những gì khác loại tấn công làm sinh viên của Southampton cam kết chống lại nhân viên hơn bất cứ nơi nào khác trên đất nước này?",Các nước Tám thành viên của Hiệp ước Warsaw,lời nói,0,0.0
Mà đường cao tốc nằm ở phía bắc của Southampton liên kết lên bờ biển phía nam nước Anh?,Các M27,M27,0,0.6666666666666666
tên của nhà ga xe lửa chính ở Southampton là gì?,"Ga Nam Kinh Nam,",Southampton Trung,0,0.0
Trong những năm nào các tuyến đường sắt từ Southampton tới London mở?,1840,1840,1,1.0
"Bên cạnh Carnival, những gì các khu công tàu hàng lớn khác phá kỷ lục tàu du lịch của mình ở Southampton Water?",Royal Caribbean,Royal Caribbean,1,1.0
Những gì thương hiệu của tàu du lịch có tầm quan trọng đặc biệt đến Southampton?,"Princess Cruises, P & O Cruises và Cunard Line.",Cunard Line,0,0.1818181818181818
Ai đặt tên thánh tàu Cunard Nữ hoàng Victoria vào tháng 2007?,HRH nữ công tước xứ Cornwall,HRH nữ công tước xứ Cornwall,1,1.0
"tàu gì đã nữ công tước xứ Cambridge Christen on June 13, 2013 là gì?",được họ điều,Royal Princess,0,0.0
Có bao nhiêu P & O lót thăm Southampton vào ngày của lễ kỷ niệm thứ 175?,Bảy của lót,Bảy,0,0.5
đã công chúa Alexandra Dock trở thành gì?,khẩu Dock;,bến du thuyền,0,0.0
"Cùng với Đầu tiên Southampton, các nhà điều hành xe buýt chính khác ở Southampton là gì?",.,Bluestar,0,0.0
đường gì sử dụng đầu tiên dừng lại xung quanh để rời khỏi một thiết bị đầu cuối dành cho xe buýt khác?,Nhà ga Trung tâm.,Pound Tree Đường,0,0.0
Những dịch vụ xe buýt đi Tây Quay đi theo cả hai hướng?,đông.,Uni-link,0,0.0
điều hành gì rơi ra và nhặt hành khách tại West Quay?,họ,Wilts & Dorset,0,0.0
Trong trường hợp xe buýt vòng quanh Tây Quay dừng lại làm gì?,dừng chân tại Hanover Buildings.,Hanover Buildings,0,0.28571428571428575
một thỏa thuận ký kết bởi các diễn viên trong luật pháp quốc tế là gì?,Một hiệp ước,Một hiệp ước,1,1.0
các diễn viên trong luật pháp quốc tế là ai?,.,quốc gia có chủ quyền và các tổ chức quốc tế,0,0.0
Theo những gì sẽ một bên tham gia một hiệp ước được tổ chức chịu trách nhiệm về thất bại trong việc duy trì nghĩa vụ của mình?,luật pháp quốc tế.,luật pháp quốc tế,0,0.75
Những gì được chia sẻ bởi hầu hết các điều ước quốc từ cuối thế kỷ 19?,được họ điều,một định dạng khá phù hợp,0,0.0
Gì được chứa trong các bài viết được đánh số của một hiệp ước?,nội dung của thỏa thuận thực tế của các bên.,nội dung của thỏa thuận thực tế của các bên,0,0.8000000000000002
Những gì hiện mỗi tiêu đề bài viết thường bao gồm?,một đoạn.,một đoạn,0,0.5
Làm thế nào có thể các bài viết trong một hiệp ước từ lâu được nhóm?,có thể tiếp tục điều nhóm dưới tiêu đề chương.,dưới tiêu đề chương,0,0.4285714285714285
tên chính thức cho các giao thức đóng cửa của một hiệp ước là gì?,"một ""giao thức bắt buộc"",",các eschatocol,0,0.0
bản chất của các phiên bản khác nhau của một hiệp ước thực hiện bằng nhiều ngôn ngữ là gì?,giá trị như nhau.,giá trị như nhau,0,0.75
"Ai, khi in lại, thường sẽ nối các ngày mà hiệp ước được phê chuẩn và có hiệu lực?",biên tập viên,một biên tập viên,0,0.8571428571428571
Các điều ước song phương giữa Thụy Sĩ và Liên minh châu Âu sau sự từ chối của Thụy Sĩ về những gì?,thỏa thuận Khu vực Kinh tế châu Âu.,thỏa thuận Khu vực Kinh tế châu Âu,0,0.875
một hiệp ước ký kết giữa một số quốc gia là gì?,hiệp ước đa phương,Một hiệp ước đa phương,0,0.888888888888889
Giữa mà các bên không một hiệp ước đa phương thiết lập quyền và nghĩa vụ?,mỗi bên và mỗi bên kia.,mỗi bên và mỗi bên kia,0,0.5
Có bao nhiêu cách đang có để sửa đổi một hiệp ước hiện hành?,ba,ba,1,1.0
Các bên tham gia một hiệp ước ban đầu và một hiệp ước sửa đổi đang bị ràng buộc với những gì về?,các điều khoản cả hai đều thoả thuận.,các điều khoản cả hai đều thoả thuận,0,0.875
Một giao thức hoặc có thể sửa đổi một hiệp ước trước hoặc làm những gì?,thêm điều khoản bổ sung.,thêm điều khoản bổ sung,0,0.8000000000000002
Do các bên tham gia một hiệp ước có nghĩa vụ thông qua một giao thức sau?,Các bên tham gia thỏa thuận trước đó là không cần,không cần,0,0.3076923076923077
"Trong khi các công ước khung của liên hiệp quốc về biến đổi khí hậu đã thiết lập một khuôn khổ cho phát triển hạn chế phát thải khí nhà kính, Nghị định thư Kyoto chứa những gì?",quy định và các quy định cụ thể sau thoả thuận.,quy định và các quy định cụ thể sau thoả thuận,0,0.7272727272727273
Một hiệp ước có thể bị chính trị hóa do những bất đồng trong một bữa tiệc vì sự phân chia giữa một hiệp ước tự thực hiện và một hiệp ước không tự thực hiện thường có thể được mô tả như những gì?,phi tự thực hiện và require 'thực hiện pháp luật',không rõ ràng,0,0.0
Loại điều ước quốc tế không thể hành động theo mà không có sự thay đổi thích hợp trong luật quốc gia?,điều ước quốc,một phi hiệp ước tự thực hiện,0,0.2
"Có gì khẳng định rằng hiệp ước được diễn giải ""trong đức tin tốt"" theo ""nghĩa thông thường dành cho các điều khoản của hiệp ước trong bối cảnh của họ và trong ánh sáng của đối tượng và mục đích của nó?""",Công ước Vienna,Công ước Vienna,1,1.0
Không ai bên tham gia một hiệp ước có thể làm gì cho các bên khác?,áp đặt giải thích đặc biệt của các hiệp ước,áp đặt giải thích đặc biệt của các hiệp ước,1,1.0
Những gì có thể được ngụ ý của các bên khác không chối bỏ một cách rõ ràng giải thích ban đầu đơn phương của một bên của một hiệp ước?,các điều ước quốc tế mà không cần đơn khiếu nại $ $$.,Chấp thuận,0,0.0
Có gì các cơ quan tư pháp có thể được kêu gọi giải quyết tranh chấp liên quan đến việc giải thích các điều ước?,tranh chấp đáng kể,tòa án quốc tế và trọng tài,0,0.0
toà án quốc tế và trọng tài thường được gọi đến để giải quyết liên quan đến các điều ước là gì?,kháng cáo liên quan đến đất tranh chấp,tranh chấp đáng kể so với những giải thích điều ước quốc tế,0,0.1904761904761905
Quốc có thể cẩn thận về terming một thỏa thuận một hiệp ước vì nó có tác dụng thừa nhận rằng phía bên kia là cái gì cơ?,một nước có chủ quyền,một nước có chủ quyền,1,1.0
thỏa thuận giữa các quốc gia tại Hoa Kỳ được gọi là gì?,máy ảnh compact,máy ảnh compact,1,1.0
Các cuộc thảo luận giữa những gì hai nước đã ảnh hưởng bởi mong muốn một bên để tạo ra một nghĩa vụ theo luật quốc tế?,Bắc Triều Tiên và Hoa Kỳ,Bắc Triều Tiên và Hoa Kỳ,1,1.0
Thảo luận giữa Triều Tiên và Hoa Kỳ đã bị ảnh hưởng bởi mong muốn một bên để tạo ra nghĩa vụ theo luật pháp quốc tế liên quan đến những gì hai chủ đề với?,an ninh và phổ biến vũ khí hạt nhân.,đảm bảo an ninh và phổ biến vũ khí hạt nhân,0,0.7999999999999999
một ví dụ về một hiệp ước được coi là quốc tế là văn bản dưới luật trong nước là gì?,Hiệp ước Waitangi,Hiệp ước Waitangi,1,1.0
Những gì được Hiệp ước Waitangi quốc tế coi là?,chứng từ theo pháp luật trong nước.,chứng từ theo pháp luật trong nước,0,0.8571428571428571
Được điều ước vĩnh viễn ràng buộc các bên ký kết?,không nhất thiết,không nhất thiết,1,1.0
một ví dụ về một hiệp ước mà từ đó nó không thể rút là gì?,"một hiệp ước đa phương,",các công ước quốc tế về các quyền dân sự và chính trị,0,0.1111111111111111
