question,prediction,truth,exact_match,f1
Lễ Grammy được tổ chức đàu tiên vào lúc nào?,ngày 04 Tháng 5 1959,ngày 04 Tháng 5 1959,1,1.0
Giải Grammy dùng để làm gì?,những thành tựu xuất sắc trong ngành công nghiệp thu âm.,tôn vinh và tỏ lòng kính trọng những thành tựu âm nhạc với các nghệ sĩ,0,0.2222222222222222
Hollywood là gì? ,"là một khu của thành phố Los Angeles, California, Hoa Kỳ,","một khu của thành phố Los Angeles, California, Hoa Kỳ, nằm về phía tây bắc của thành phố này",0,0.6666666666666666
Los Angeles nằm ở đâu?,"California, Hoa Kỳ,","California, Hoa Kỳ",0,0.6666666666666666
Hollywood được ví von là gì?,"một trung tâm lịch sử điện ảnh,",một trung tâm lịch sử điện ảnh,0,0.8571428571428571
Cái gì là đại diện của điện ảnh Hoa kỳ?,Hollywood,Hollywood,1,1.0
Hollywood là đại diện của ai?,ngành giải trí và điện ảnh của Hoa Kỳ.,ngành giải trí và điện ảnh của Hoa Kỳ,0,0.8888888888888888
Hollywood được mở rộng là vùng nào?,"Burbank và Westside,",vùng lân cận,0,0.0
Hollywood được mở rộng ra vùng lân cận nào?,"Burbank và Westside,",Burbank và Westside,0,0.6666666666666666
Những nghành nào được duy trì tại Hollywood?,ảnh,quan trọng,0,0.0
Những nghành quan trọng nào được duy trì tại Hollywood?,biên,"biên tập, kỹ xảo, hậu sản xuất và ánh sáng trong phim ảnh",0,0.14285714285714288
Phần mềm nào cho phép chia sẻ ảnh miễn phí?,Instagram,Instagram,1,1.0
Instagram là gì?,một phần mềm chia sẻ ảnh,"một phần mềm chia sẻ ảnh miễn phí cho phép người dùng chụp ảnh trên điện thoại của mình, thêm các bộ lọc hình ảnh, và sau đó chia sẻ trên nhiều mạng xã hội khác nhau, kể cả Instagram",0,0.2608695652173913
Hình dạng ảnh chụp trên Instagram?,hình vuông,hình vuông với tỉ lệ 4:3,0,0.5
Tỉ lệ hình chụp Instagram?,4:3,4:3,1,1.0
Tại sao instagram lại sử dụng hình tỉ lệ 4:3?,"thiết kế dành riêng cho iPad, iPhone và iPod Touch.",thường được dùng trong các thiết bị di động,0,0.10526315789473685
Hình ảnh trên instagram thường chụp bằng gì?,điện thoại,các thiết bị di động,0,0.0
Ban đầu thì Instagram thiết kế cho điện thoại nào?,"iPad, iPhone và iPod Touch.","iPad, iPhone và iPod Touch",0,0.8000000000000002
Instagram được thiết kế cho điện thoại nào?,"iPad, iPhone và iPod Touch.","iPad, iPhone và iPod Touch",0,0.8000000000000002
Sau iPad thì Instagram hỗ trợ cho máy điện thoại nào?,các dòng máy chạy hệ điều hành Android 2.2 trở lên,dòng máy chạy hệ điều hành Android 2.2,0,0.8421052631578948
Khi nào thì Instagram hỗ trợ android?,tháng 4 năm 2012.,tháng 4 năm 2012,0,0.75
Instagram trên android phát hành ở đâu?,Google Play.,Google Play,0,0.5
Instagram trên android tải về ở đâu?,Google Play.,Google Play,0,0.5
Facebook trả bao nhiêu để mua Instagram?,1 tỷ đô-la tiền mặt,1 tỷ đô-la tiền mặt và cổ phiếu,0,0.7692307692307693
Khi nào Instagram bị facebook mua lại?,tháng 4 năm 2012.,tháng 4 năm 2012,0,0.75
Liên minh huyền thoại viêt tắt là gì?,nhất.,LMHT,0,0.0
League of Legends là gì?,Liên Minh Huyền Thoại,một trò chơi video đấu trường trận chiến trực tuyến nhiều người chơi,0,0.0
Hệ điều hành nào hỗ trợ LOL?,"Microsoft Windows và Mac OS X,",Microsoft Windows và Mac OS X,0,0.8333333333333334
LOL bắt nguồn từ đâu?,"Mỹ,",mod Defense of the Ancients cho trò chơi video Warcraft III: Frozen Throne,0,0.0
MOBA là gì?,Multiplayer Online Battlefield Arena),Multiplayer Online Battlefield Arena,0,0.75
LMHT có trả phí hay không?,miễn phí,được chơi miễn phí,0,0.6666666666666666
Liên minh huyền thoại công bố khi nào?,ngày 7 tháng 10 năm 2008,ngày 7 tháng 10 năm 2008,1,1.0
Liên minh huyền thoại phát hành năm nào?,2008,2009,0,0.0
Phản hồi của người chơi khi Liên minh huyền thoại được phát hành?,"đón nhận rất tích cực,","rất tích cực, và trở nên phổ biến",0,0.4615384615384615
Liên Minh Huyền Thoại được chơi nhiều nhất ở đâu?,Bắc Mỹ và Châu Âu,Bắc Mỹ và Châu Âu,1,1.0
Đến lúc nào thì Liên minh huyền thoại đạt 67 triệu người chơi?,tháng 1 năm,tháng 1 năm 2014,0,0.8571428571428571
Đến lúc nào thì Liên minh huyền thoại đạt 70 triệu người chơi?,"tháng 1 năm 2014,",tháng 1 năm 2014,0,0.75
Mỗi ngày liên minh có nhiêu người chơi?,27 triệu,27 triệu người,0,0.8
Giờ cao điểm thì liên minh có bao người chơi?,"7,5 triệu","7,5 triệu",1,1.0
Ai đã nói rằng liên minh được chơi nhiều nhất ở Bắc Mỹ và Châu Âu?,Forbes,một bài báo của Forbes,0,0.33333333333333337
Kí hiệu mặt trăng?,☾),☾,0,0.0
Luna là gì?,Mặt Trăng,Mặt Trăng,1,1.0
Luna là gì của mặt trăng?,là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời.,tiếng Latin,0,0.0
Mặt trăng là gì?,là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời.,vệ tinh tự nhiên duy nhất của Trái Đất và là vệ tinh tự nhiên lớn thứ năm trong Hệ Mặt Trời,0,0.6470588235294118
Vệ tinh duy nhất của trái đất là gì?,Mặt Trăng,Mặt Trăng,1,1.0
Mặt trăng là vệ tinh lớn như thế nào trong hệ mặt trời?,lớn thứ năm,thứ năm,0,0.8
384.403 km là số gì?,Khoảng cách trung bình tính từ tâm Trái Đất đến Mặt Trăng,Khoảng cách trung bình tính từ tâm Trái Đất đến Mặt Trăng,1,1.0
Từ mặt trăng đến trái đất dài bao nhiêu?,"384.403 km,",384.403 km,0,0.5
So sánh độ dài mặt trăng đến trái đất với đường kính trái đất?,"Đường kính Mặt Trăng là 3.474 km,",lớn khoảng 30 lần,0,0.0
Đường kính mặt trăng lớn cỡ nhiêu đường kính Trái đất?,"3.474 km, tức hơn một phần tư đường kính Trái Đất.",hơn một phần tư,0,0.5333333333333333
So sánh đường kính mặt trăng và trái đất?,đường kính Trái Đất.,hơn một phần tư,0,0.0
Đường kính mặt trăng?,"3.474 km,",3.474 km,0,0.5
So sánh khối lượng mặt trăng và trái đất?,Mặt Trăng khoảng bằng 2% khối lượng Trái Đất,bằng 2%,0,0.3636363636363636
So sánh lực hấp dẫn trái đất và mặt trăng?,bằng 17% lực hấp dẫn trên bề mặt Trái Đất., lực hấp dẫn tại bề mặt Mặt Trăng bằng 17% lực hấp dẫn trên bề mặt Trái Đất,0,0.6428571428571429
Lực hấp dẫn mặt trăng và trái đất?,17%,bằng 17%,0,0.6666666666666666
Chu kì quỹ đạo của mặt trăng quanh trái đất?,"27,32 ngày,","27,32 ngày",0,0.5
"Các pha mặt trăng sau 29,53 ngày do gì gây ra?",Mặt Trăng – Mặt Trời,các biến đổi định kỳ trong hình học của hệ Trái Đất – Mặt Trăng,0,0.3
Lí do của các pha mặt trăng?,Mặt Trăng – Mặt Trời,biến đổi định kỳ trong hình học của hệ Trái Đất – Mặt Trăng – Mặt Trời,0,0.3636363636363636
Chu kì pha mặt trăng?,Mặt Trăng quay một vòng quanh Trái Đất,"giao hội 29,53 ngày",0,0.0
So sánh mặt trời và hệ mặt trời?,Mặt Trời,"chiếm khoảng 99,86%",0,0.0
Định nghĩa mặt trời?,"là ngôi sao ở trung tâm Hệ Mặt Trời,",ngôi sao ở trung tâm Hệ Mặt Trời,0,0.823529411764706
Thứ gì xoay quanh Mặt trời?,bụi,"Trái Đất và các thiên thể khác như các hành tinh, tiểu hành tinh, thiên thạch, sao chổi, và bụi",0,0.09523809523809523
Ngoài thiên thể thì thứ gì quay quanh Mặt trời?,Trái Đất,Trái Đất,1,1.0
Độ dài giữa Mặt trời và Trái Đất?,"149,6 triệu kilômét","149,6 triệu kilômét",1,1.0
Khoảng cách giữa Trái Đất và mặt trời?,"149,6 triệu kilômét","149,6 triệu kilômét",1,1.0
1 AU là bao nhiêu km?,"147,1 triệu kilômét","149,6 triệu",0,0.4
Khoảng thời gian cần thiết để ánh sáng chiếu đến Trái đất?,8 phút 19 giây,8 phút 19 giây,1,1.0
Dao động khoảng cách giữa trái đất và mặt trời?,7).,"từ 147,1 triệu kilômét (0,9833 AU) ở điểm cận nhật (khoảng ngày 3 tháng 1), tới xa nhất là 152,1 triệu kilômét (1,017 AU) ở điểm viễn nhật (khoảng ngày 4 tháng 7)",0,0.0
Thời điểm mà khoảng cách từ mặt trời đến trái đất xa nhất là khi nào?,điểm viễn nhật (khoảng ngày 4 tháng 7).,khoảng ngày 4 tháng 7,0,0.4615384615384615
Khoảng cách gần nhất từ mặt trời đến trái đất là bao lâu?,"149,6 triệu kilômét","147,1 triệu kilômét",0,0.6666666666666666
Khoảng cách xa nhất từ mặt trời đến trái đất theo đơn vi AU,"152,1 triệu kilômét","1,017",0,0.0
Điểm viễn nhật là điểm gì?,"tới xa nhất là 152,1 triệu kilômét",xa nhất,0,0.4444444444444445
Điểm cận nhật là vào lúc nào?,"ngày 3 tháng 1),",khoảng ngày 3 tháng 1,0,0.6666666666666665
Sự sống trái đất được mặt trời hỗ trợ qua việc gì?,Đất.,quá trình quang hợp,0,0.0
Điều kiện khí hậu trên Trái đất chịu ảnh hưởng bởi gì?,Năng lượng Mặt Trời,Năng lượng Mặt Trời,1,1.0
Messi tên đầy đủ là gì?,"Lionel Andrés ""Leo"" Messi Cuccittini","Lionel Andrés ""Leo"" Messi Cuccittini",1,1.0
Messi sinh năm mấy?,"1987),",1987,0,0.0
Sinh nhật Messi?,"ngày 24 tháng 6 năm 1987),",ngày 24 tháng 6 năm 1987,0,0.8333333333333334
Người ta hay gọi Messi là gì?,"Lionel Messi,",Lionel Messi,0,0.5
Messi đá banh ở vị trí nào?,tiền đạo,tiền đạo,1,1.0
Messi đá banh cho nước nào?,Argentina,Argentina,1,1.0
Quốc tịch của Messi?,Việt Nam.,Argentina,0,0.0
Năm 2009 Messi đạt được giải thưởng gì?,835,"Quả bóng vàng châu Âu 2009, Cầu thủ xuất sắc nhất năm 2009",0,0.0
Người ta thường hay ví von Messi với ai?,"Diego Maradona,",huyền thoại Diego Maradona,0,0.3333333333333333
Messi xem Diego là gì?,"""truyền nhân""",truyền nhân,0,0.0
Ai là cầu thủ xuất sắc nhất mọi thời đại?,"Lionel Messi,","Lionel Andrés ""Leo"" Messi Cuccittini",0,0.28571428571428575
Ngoài 2010 thì Messi đoạt giải quả bóng vàng năm nào?,2015.,"2011, 2012 và 2015",0,0.0
Giải thưởng Nobel là gì?,là một tập các giải thưởng quốc tế,"một tập các giải thưởng quốc tế được tổ chức trao thưởng hằng năm kể từ năm 1901 cho những cá nhân đạt thành tựu trong lĩnh vực vật lý, hoá học, y học, văn học, kinh tế và hòa bình; đặc biệt là giải hoà bình có thể được trao cho tổ chức hay cho cá nhân",0,0.2424242424242424
Phát âm số ít của Nobel,"Nobelpriset,",Nobelpriset,0,0.0
Tiếng Na uy của giải Nobel?,"Nobelprisen),",Nobelprisen,0,0.0
Giải thưởng Nobel dành cho người ở lĩnh vực gì?,"hoá học, y học, văn học, kinh tế và hòa bình;","vật lý, hoá học, y học, văn học, kinh tế và hòa bình",0,0.6666666666666667
"Ngoài vật lí, hóa học, y học kinh tế và hòa bình thì giải Nobel còn được trao trong lĩnh vực gì?",văn,văn học,0,0.6666666666666666
Giải Nobel được tổ chức bởi do đâu?,Ngân hàng Thụy Điển,di chúc của nhà phát minh người Thụy Điển Alfred Nobel,0,0.26666666666666666
Sau này thì giải Nobel còn được trao cho người ở lĩnh vực gì?,"khoa học kinh tế,",khoa học kinh tế,0,0.75
Đến 2012 thì đã có bao nhiêu giải thưởng được trao?,555 lần,555,0,0.6666666666666666
Đến 2012 thì đã có bao nhiêu cá nhân và tổ chức nhận giải?,21,856,0,0.0
Đã có bao nhiêu người nhận giải tính đến 2012?,835,835,1,1.0
Có bao nhiêu nữ đã nhận giải Nobel tính đến 2012?,44,44,1,1.0
Đã có bao nhiêu nam và nữ nhận giải Nobel từ 2012,835 cá nhân (791 nam và 44 nữ),835,0,0.2222222222222222
Người ta hay gọi Olympic là gì?,Đại hội Thể thao Đông Nam Á,Thế vận hội,0,0.2
Olympic là gì?,Đại hội Thể thao Đông Nam Á,cuộc tranh tài trong nhiều môn thể thao giữa các quốc gia trên toàn thế giới,0,0.08695652173913043
Thế vận hội tổ chức khi nào?,2 năm/lần,xen kẽ nhau 2 năm/lần,0,0.5714285714285715
Như thế nào là xen kẽ 2 năm/lần?,Thế vận hội Mùa hè và Thế vận hội Mùa đông,vào các năm chẵn,0,0.0
Ngoải thế vận hội mùa hè thì còn thế vận hội nào?,Thế vận hội Mùa đông,Thế vận hội Mùa đông,1,1.0
Ỳ nghĩa thế vận hội?,"biểu trưng cho tinh thần đoàn kết, hòa bình của toàn nhân loại.","biểu trưng cho tinh thần đoàn kết, hòa bình của toàn nhân loại",0,0.9230769230769231
OOP là viết tắt của gì?,Liên Minh Huyền Thoại,Lập trình hướng đối tượng,0,0.0
Tên tiếng anh của hướng đối tượng là gì?,"Object-oriented programming,",Object-oriented programming,0,0.5
OOP là gì?,tương tác với các đối tượng vật lý.,"một mẫu hình lập trình dựa trên khái niệm ""công nghệ đối tượng"", mà trong đó, đối tượng chứa đựng các dữ liệu, trên các trường, thường được gọi là các thuộc tính; và mã nguồn, được tổ chức thành các phương thức",0,0.1176470588235294
Theo OOP thì các ta có thể viết mã nguồn thành gì?,Go,phương thức,0,0.0
Mục đích của phương thức trong OOP?,tác,"giúp cho đối tượng có thể truy xuất và hiệu chỉnh các trường dữ liệu của đối tượng khác, mà đối tượng hiện tại có tương tác",0,0.07142857142857142
Ý niệm của nhiều người về OOP?,đó.,dễ tiếp thu hơn cho những người mới học về lập trình hơn là các phương pháp trước đó,0,0.0
Ngôn ngữ lập trình theo lớp là gì?,liệu.,"các đối tượng trong các ngôn ngữ này được xem như thực thể của một lớp, được dùng để định nghĩa một kiểu dữ liệu",0,0.0
Tác dụng của OOP theo ý kiến người dùng?,"giúp tăng năng suất,","tăng năng suất, đơn giản hóa độ phức tạp khi bảo trì cũng như mở rộng phần mềm bằng cách cho phép lập trình viên tập trung vào các đối tượng phần mềm ở bậc cao hơn",0,0.14634146341463414
Theo OOP thì các yếu tố bên ngoài tương tác với chương trình như thế nào?,giống như là tương tác với các đối tượng vật lý.,giống như là tương tác với các đối tượng vật lý,0,0.9090909090909091
Trước đây thì Phan Bội Châu tên gì?,Phan Văn San,Phan Văn San,1,1.0
Tại sao lại chuyển tên Phan Văn San thành tên mới?,Vì San trùng với tên húy vua Duy Tân,San trùng với tên húy vua Duy Tân (Vĩnh San),0,0.8421052631578948
Chữ Bội Châu có cách viết khác là gì?,Phan Văn San,佩珠,0,0.0
Nguồn cảm hứng từ cái tên Sào Nam?,Tên,"lấy từ câu ""越鳥巢南枝 [Việt điểu sào nam chi nghĩa là Chim Việt làm tổ cành Nam].""",0,0.0
Các bút danh của Phan Bội Châu?,vân.,"Thị Hán (是漢), Phan Giải San, Sào Nam Tử, Hạo Sinh, Hiếu Hán vân vân",0,0.0
Phan Bội Châu sinh ra tại đâu?,Phan Văn San,"làng Đan Nhiễm, xã Nam Hòa, huyện Nam Đàn, tỉnh Nghệ An",0,0.0
Văn San sinh năm nào?,Châu.,1867,0,0.0
Mẹ ông tên gì?,Nguyễn Thị Nhàn.,Nguyễn Thị Nhàn,0,0.6666666666666666
Ông tốn bao lâu để học hết Tam Tự Kinh?,3 ngày,3 ngày,1,1.0
Lúc nào thì ông đọc sách Luận ngữ?,7 tuổi,7 tuổi,1,1.0
Năm 17 tuổi thì ông làm gì?,"viết bài ""Hịch Bình Tây Thu Bắc""","viết bài ""Hịch Bình Tây Thu Bắc"" đem dán ở cây đa đầu làng để hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp",0,0.45161290322580644
Ông viết bài Hịch Bình Tây Thu Bắc để làm gì?,hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp.,hưởng ứng việc Bắc Kỳ khởi nghĩa kháng Pháp,0,0.8888888888888888
Vào năm nào thì ông được 19 tuổi,Pháp.,1885,0,0.0
Đội Sĩ tử cần gồm bao nhiêu thành viên?,5,60 người,0,0.0
Đội Sĩ tử cần Vương gồm nhiêu người?,hai,60,0,0.0
Tại sao đội do ông và Lương lập nên lại giải tán?,bị đối phương kéo tới khủng bố,bị đối phương kéo tới khủng bố,1,1.0
Ông đã làm gì cho việc gia cảnh khốn khó?,đi dạy học kiếm sống và học thi.,dạy học kiếm sống và học thi,0,0.6666666666666666
Tại sao ông lại bị kết án suốt đời không được thi?,tội hoài hiệp văn tự,bạn ông là Trần Văn Lương đã cho vào tráp mấy cuốn sách nhưng ông không hề biết,0,0.0
Phản ứng của ông sau khi bị chung thân bất đắc ứng thi?,"Phan Bội Châu vào Huế dạy học,",vào Huế dạy học,0,0.5454545454545454
Hoài hiệp văn tự là gì?,(mang văn tự trong áo),mang văn tự trong áo,0,0.6
Năm nào thì ông đậu ở trường Nghệ An?,"năm Canh Tý (1900),",Canh Tý,0,0.6666666666666666
Năm Canh Tý là năm nào?,"(1900),",1900,0,0.0
PUBG là viết tắt của gì?,PlayerUnknown's Battlegrounds,PlayerUnknown's Battlegrounds,1,1.0
PlayerUnknown's Battlegrounds là gì?,trò chơi điện tử nhiều người chơi trực tuyến,một trò chơi điện tử nhiều người chơi trực tuyến,0,0.8421052631578948
Ai phát hành PUBG?,"PUBG Corp, một chi nhánh của công ty phát hành game Bluehole",PUBG Corp,0,0.14285714285714285
PUGB Corb là gì?,UAE,một chi nhánh của công ty phát hành game Bluehole của Hàn Quốc,0,0.0
Ai đã phát triển game làm tiền đề tro PUBG?,"Brendan ""PlayerUnknown"" Greene","Brendan ""PlayerUnknown"" Greene",1,1.0
PUBG được lấy cảm hứng từ đâu?,Battle Royale,bộ phim năm 2000 Battle Royale,0,0.5
Có bao nhiêu người trong trò chơi?,tối đa một trăm,tối đa một trăm,1,1.0
Làm sao để người chơi có thể giết người chơi khác?,nhặt đồ dùng vũ khí và trang thiết bị,nhặt đồ dùng vũ khí và trang thiết bị,1,1.0
Theo thời gian thì bản đồ trò chơi sẽ ra sao?,nhỏ dần,nhỏ dần,1,1.0
Tại sao lại phải thu hẹp khu vực an toàn trên bản đồ?,không chắc rằng liệu có thể vẽ khu vực xung quanh Bắc cực,", đẩy những người chơi còn lại vào những khu vực hẹp hơn ép buộc họ phải đụng độ với nhau",0,0.11764705882352941
Điều kiện chiến thắng khi chơi?,phá hủy thánh tích của đội đối phương.,Người chơi cuối cùng hoặc đội còn sống cuối cùng,0,0.11111111111111112
Phiên bản Steam của trò chơi phát hành tháng mấy?,tháng 3,3,0,0.6666666666666666
Bản full trên Steam của trò chơi phát hành khi nào?,20 tháng 12 năm 2017.,20 tháng 12 năm 2017,0,0.8000000000000002
Qua Xboc Game Review thì Microsoft đã phát hàng game cho hệ máy nào?,Xbox One,Xbox One,1,1.0
RnB là viết tắt của gì?,Rhythm and Blues,Rhythm and Blues,1,1.0
Ngoài RnB thì còn tên viết tắt nào khác?,Tiểu Tây Dương.,R&B,0,0.0
RnB được ưa chuông khi nào?,thập niên 1940.,trong thập niên 1940,0,0.5714285714285715
Ngoài Jazz thì R&B còn được kết hợp bởi loại nhạc nào khác?,"EDM,",Nhạc phúc âm (nhạc tôn giáo của đạo Cơ đốc bắt nguồn từ Thánh ca) và Blues,0,0.0
Ai biểu diễn R&B lần đầu tiên?,UAE,những người Mỹ gốc Phi,0,0.0
Ca sĩ nào ưa chuộng Rhythm and Blues?,Whitney Houston,diva lừng danh thế giới Whitney Houston,0,0.4444444444444445
Rock là viết tắt của gì?,một thể loại âm nhạc quần chúng,rock and roll,0,0.0
Rock bắt nguồn từ năm nào?,1950,năm 1950 ở Mỹ,0,0.4
Rock tiến hóa thành gì?,rất nhiều tiểu thể loại khác nhau,rất nhiều tiểu thể loại khác nhau,1,1.0
Sức ảnh hưởng của rock lan tới các loại nhạc nào?,blues,"blues và folk, cùng với đó là những tương tác với jazz, nhạc cổ điển, và các thể loại khác",0,0.09523809523809523
Rock khởi nguồn từ rock and roll thời kì nào?,"những năm 1940 và 1950,",những năm 1940 và 1950,0,0.8000000000000002
Loại nhạc nào tác động đến rock?,nhạc R&B và nhạc đồng quê.,nhạc R&B và nhạc đồng quê,0,0.6666666666666666
Cristiano Ronaldo dos Santos Aveiro sinh tháng mấy?,tháng 2,2,0,0.6666666666666666
Ngày tháng năm sinh của Cristiano?,Chúa Giêsu,ngày 5 tháng 2 năm 1985,0,0.0
Tên đầy đủ của CR7?,Tiểu Tây Dương.,Cristiano Ronaldo dos Santos Aveiro,0,0.0
Biệt hiệu của Ronaldo?,"Hải Thụ,",CR7,0,0.0
Nơi mà Ronaldo được sinh ra là đâu?,Bethlehem (Bêlem) thuộc xứ Judea,Bồ Đào Nha,0,0.0
Vị trí trong đội bóng mà CR7 chơi?,tiền vệ cánh hay tiền đạo,tiền vệ cánh hay tiền đạo và là đội trưởng,0,0.625
Đội bóng đá mà CR7 chơi?,Juventus,đội tuyển bóng đá Bồ Đào Nha,0,0.0
CR7 đã bao nhiêu lần đoạt giải quả banh vàng?,5,5,1,1.0
Ai là cầu thủ xuất sắc nhất mọi thời đại?,"Lionel Messi,",Cristiano Ronaldo dos Santos Aveiro,0,0.0
Ronaldo được so sánh với ai về thành tích?,"không thật sự chính xác, bởi vì giới hạn tuổi của giải Fields",Lionel Messi,0,0.0
Tên gọi tiếng Anh của Hỏa tinh?,Mars),Mars,0,0.0
Vị trí của Sao Hỏa trong Thái dương hệ?,là hành tinh thứ tư tính từ Mặt Trời,thứ tư tính từ Mặt Trời,0,0.8
Sao Hỏa có tên gọi khác là gì?,"Hỏa Tinh,",Hành tinh Đỏ,0,0.0
Sao hỏa là hành tinh thứ mấy trong thái dương hệ?,hành tinh thứ tư,thứ tư,0,0.6666666666666666
Lí do đằng sau cái tên hành tinh đỏ?,thần thoại và niềm tin tôn giáo trong nhiều nền văn hóa.,sắt ôxít có mặt rất nhiều trên bề mặt hành tinh làm cho bề mặt nó hiện lên với màu đỏ đặc trưng,0,0.057142857142857134
Tính chất khí quyển của sao hỏa?,"khí quyển mỏng,",mỏng,0,0.0
Bề mặt của Sao hỏa giống với gì?,các,"các hố va chạm trên Mặt Trăng và các núi lửa, thung lũng, sa mạc và chỏm băng ở cực trên của Trái Đất",0,0.07999999999999999
Ngoài mặt trăng thì bề mặt sao Hỏa giống với gì?,các hố,"các núi lửa, thung lũng, sa mạc và chỏm băng ở cực trên của Trái Đất",0,0.1111111111111111
Tại sao các mùa của Sao Hỏa lại giống với trái đất?,do độ nghiêng của trục quay tạo ra.,độ nghiêng của trục quay tạo ra,0,0.7999999999999999
Ngọn núi cao nhất trên hệ mặt trời?,"Olympus Mons,",Olympus Mons,0,0.5
Ngọn núi cao nhất hệ mặt trời nằm ở đâu?,Sao Hỏa,Trên Sao Hỏa,0,0.8
Danh hiệu của Valles Marineris?,hẻm núi dài và rộng nhất trong Thái Dương Hệ.,hẻm núi dài và rộng nhất trong Thái Dương Hệ,0,0.9
Hành tinh thứ 2 trên hệ mặt trời là gì?,Sao Mộc,Sao Kim,0,0.5
Sao Kim hay được gọi là gì?,Kim tinh,"Thái Bạch (太白), Thái Bạch Kim tinh (太白金星)",0,0.4
金星 là gì?,Sao Kim hay Kim tinh,Sao Kim hay Kim tinh,1,0.8000000000000002
Độ dài chu kì quay của Sao Kim?,"tự quay quanh nó với chu kỳ 224,7 ngày Trái Đất.","chu kỳ 224,7 ngày Trái Đất",0,0.5882352941176471
Đâu là hành tinh sáng nhất?,Sao Mộc,Sao Kim,0,0.5
Góc li giác lớn nhất của Sao Kim?,"47,8°.","47,8°",0,0.0
Khi nào Sao Kim sáng nhất?,"ngay sát thời điểm hoàng hôn hoặc bình minh,",ngay sát thời điểm hoàng hôn hoặc bình minh,0,0.8888888888888888
Tại sao Sao Kim còn được gọi là Sao Hôm?,"độ sáng lớn nhất ngay sát thời điểm hoàng hôn hoặc bình minh,",Sao Kim đạt độ sáng lớn nhất ngay sát thời điểm hoàng hôn hoặc bình minh,0,0.8275862068965517
Khi nào người ta gọi Sao Kim là Sao Mai?,khi hành tinh này mọc lên lúc bình minh.,khi hành tinh này mọc lên lúc bình minh,0,0.8888888888888888
Tại sao Sao Kim không bao giờ xuất hiện quá xa mặt trời?,"Bởi vì Sao Kim là hành tinh phía trong tính từ Trái Đất,",Sao Kim là hành tinh phía trong tính từ Trái Đất,0,0.8333333333333333
Vị trí Sao mộc trong hệ mặt trời?,hành tinh lớn nhất,hành tinh thứ năm tính từ Mặt Trời,0,0.3333333333333333
Hành tinh nào lớn nhất?,Sao Mộc,Sao Mộc hay Mộc tinh,0,0.5714285714285715
Khối lượng của mộc tinh so với mặt trời?,bằng một phần nghìn,bằng một phần nghìn,1,1.0
Khối lượng của sao mộc?,một phần tám,bằng một phần nghìn của Mặt Trời nhưng bằng hai lần rưỡi tổng khối lượng của tất cả các hành tinh khác trong Hệ Mặt Trời cộng lại,0,0.12903225806451613
Ngoài Mộc tinh thì hành tinh nào vài hành tinh khí khổng lồ?,Sao Thổ (Sao Thiên Vương và Sao Hải Vương,Sao Thổ,0,0.3636363636363636
Hành tinh nào là hành tinh băng khổng lồ?,Sao Hải Vương,Sao Thiên Vương và Sao Hải Vương,0,0.6
Kí hiệu sao thổ?,土星),♄,0,0.0
Ý nghĩa đằng sao kí hiệu sao thổ?,cái liềm của thần.,thể hiện cái liềm của thần,0,0.6
Bán kính sao thổ?,9 lần,trung bình bằng 9 lần của Trái Đất,0,0.4
Khối lượng sao thổ?,một phần tám so với của Trái Đất.,cao gấp 95 lần khối lượng của Trái Đất,0,0.23529411764705882
Cái gì của Thổ tinh bằng 1 phần 8 so với Trái đất?,khối lượng riêng trung bình,khối lượng riêng trung bình,1,1.0
土星 đứng thứ 2 về cái gì?,"đường kính cũng như khối lượng,",đường kính cũng như khối lượng,0,0.8333333333333334
Tên gọi chính thức của Sing?,Tiểu Tây Dương.,nước Cộng hòa Singapore,0,0.0
Sing là gì?,Singapore,Singapore,1,1.0
Ai gọi Singapore là Sing?,"Việt Nam gọi tắt là Sing), tên chính thức là nước Cộng hòa Singapore,",Ở Việt Nam,0,0.23529411764705882
Singapore là gì?,là một thành bang và đảo quốc tại Đông Nam Á.,một thành bang và đảo quốc tại Đông Nam Á,0,0.8571428571428572
Vị trí của Singapore so với xích đạo?,cách xích đạo 137 km về phía bắc.,137 km về phía bắc,0,0.6153846153846154
Thành phần đất ở Singapore?,"đảo chính hình thoi, và khoảng 60 đảo nhỏ hơn.","một đảo chính hình thoi, và khoảng 60 đảo nhỏ hơn",0,0.761904761904762
Lãnh thổ Singapore?,"một đảo chính hình thoi, và khoảng 60 đảo nhỏ hơn."," gồm có một đảo chính hình thoi, và khoảng 60 đảo nhỏ hơn",0,0.7500000000000001
Johor ngăn cách Singapore với đâu?,quần đảo Riau của Indonesia,Malaysia,0,0.0
Singapore là 1 nước như thế nào?,"quốc gia đô thị hóa cao độ,","quốc gia đô thị hóa cao độ, chỉ còn lại ít thảm thực vật nguyên sinh",0,0.6086956521739131
Cách đọc của kiểu nhảy khiêu vũ kết hợp nhạc?,Tango,tăng-gô,0,0.0
Tango bắt nguồn từ đâu?,Argentina và Uruguay,"khu ngoại ô Buenos Aires, Argentina và Montevideo, Uruguay",0,0.5
Nguồn gốc Tango?,Argentina và Uruguay,những người nô lệ gốc Phi vào cuối thế kỷ 19,0,0.0
